striker,format,matches,innings,runs,balls_faced,dismissals,dot_balls,fours,sixes,average,strike_rate,dot_pct,boundary_pct
A Igbobie,T20I,10,121,47,116,7,79,2,0,6.71,40.52,68.1,1.72
Arshad Ali,ODI,2,90,47,89,2,60,5,0,23.5,52.81,67.42,5.62
VB Viyala,T20I,10,96,47,75,6,44,1,0,7.83,62.67,58.67,1.33
Arafat Minhas,T20I,2,43,47,42,2,18,4,2,23.5,111.9,42.86,14.29
Manuel Iturbe,T20I,8,65,47,65,7,38,3,1,6.71,72.31,58.46,6.15
K Pierre,Test,2,110,47,110,3,89,7,0,15.67,42.73,80.91,6.36
VRV Singh,Test,4,42,47,42,4,25,9,0,11.75,111.9,59.52,21.43
Aishani Kishore,T20I,2,55,47,51,0,18,3,0,47.0,92.16,35.29,5.88
V Vira,T20I,15,110,47,106,5,70,2,0,9.4,44.34,66.04,1.89
EK Hubbard,T20I,6,75,47,74,3,34,1,0,15.67,63.51,45.95,1.35
M Kandanala,T20I,4,54,47,52,3,33,8,0,15.67,90.38,63.46,15.38
Zaker Taqawi,T20I,8,69,47,69,5,33,2,0,9.4,68.12,47.83,2.9
R Athapaththu,T20I,5,33,47,31,0,9,2,3,47.0,151.61,29.03,16.13
LK Bell,ODI,12,76,46,73,6,48,5,1,7.67,63.01,65.75,8.22
S Hojholt,T20I,3,69,46,64,2,40,7,0,23.0,71.88,62.5,10.94
AN Davidson-Richards,T20I,5,58,46,57,3,19,2,0,15.33,80.7,33.33,3.51
C Chatonzwa,ODI,7,153,46,147,8,114,3,0,5.75,31.29,77.55,2.04
PP Ojha,ODI,9,114,46,112,2,79,3,0,23.0,41.07,70.54,2.68
LT Bichard,T20I,8,60,46,58,4,26,4,0,11.5,79.31,44.83,6.9
AM Oyede,T20I,6,81,46,77,6,45,2,0,7.67,59.74,58.44,2.6
GA Lamb,Test,1,120,46,120,2,90,4,0,23.0,38.33,75.0,3.33
AH Maqsood,T20I,21,95,46,91,13,55,0,0,3.54,50.55,60.44,0.0
E Marx,T20I,6,40,46,40,4,22,7,1,11.5,115.0,55.0,20.0
RA Reifer,T20I,2,43,46,41,1,12,1,2,46.0,112.2,29.27,7.32
N Mlaba,Test,4,70,46,70,6,54,9,0,7.67,65.71,77.14,12.86
BA Carse,T20I,8,37,46,37,5,14,2,3,9.2,124.32,37.84,13.51
Naveena Shetty,T20I,8,32,46,32,5,13,5,2,9.2,143.75,40.62,21.88
ME Sanuth,ODI,2,41,46,39,2,15,5,1,23.0,117.95,38.46,15.38
GJ Batty,Test,5,234,46,234,7,208,5,0,6.57,19.66,88.89,2.14
Rabbjyot Rajput,T20I,11,102,46,94,8,62,4,0,5.75,48.94,65.96,4.26
C Brown,T20I,4,62,46,61,4,35,6,0,11.5,75.41,57.38,9.84
SZ Thakor,ODI,6,102,46,97,6,70,5,0,7.67,47.42,72.16,5.15
T Modise,T20I,11,121,46,108,9,77,3,0,5.11,42.59,71.3,2.78
Zhuang Zelin,T20I,9,89,46,84,9,53,2,0,5.11,54.76,63.1,2.38
Pech Pisa,T20I,7,79,46,75,7,51,7,0,6.57,61.33,68.0,9.33
JJ van der Wath,T20I,4,40,46,39,3,13,3,1,15.33,117.95,33.33,10.26
Rafatullah Mohmand,PSL,3,37,46,37,3,20,2,4,15.33,124.32,54.05,16.22
K Meso,T20I,10,75,46,70,4,36,1,0,11.5,65.71,51.43,1.43
DNA Ankrah,T20I,6,64,46,62,6,37,4,1,7.67,74.19,59.68,8.06
Ashwin Vinod,T20I,8,36,46,34,3,12,2,2,15.33,135.29,35.29,11.76
Ramya Krishnamurthy,T20I,2,76,46,58,1,25,4,0,46.0,79.31,43.1,6.9
K Meso,ODI,6,102,46,96,5,61,3,0,9.2,47.92,63.54,3.12
AR Berenger,T20I,2,24,46,24,2,8,5,3,23.0,191.67,33.33,33.33
Mohammad Huraira,Test,2,95,46,95,4,67,4,0,11.5,48.42,70.53,4.21
Sultana Khatun,T20I,10,68,46,65,6,35,4,0,7.67,70.77,53.85,6.15
L Botha,T20I,1,25,46,25,0,11,5,3,46.0,184.0,44.0,32.0
Naseem Shah,T20I,12,47,46,46,7,26,6,1,6.57,100.0,56.52,15.22
AS Wright,T20I,3,48,46,45,3,26,3,3,15.33,102.22,57.78,13.33
T Lungameni,ODI,15,108,46,103,7,70,2,0,6.57,44.66,67.96,1.94
JW Hastings,T20I,6,38,46,37,4,12,3,1,11.5,124.32,32.43,10.81
L Ward,T20I,5,46,46,45,3,20,4,1,15.33,102.22,44.44,11.11
KK Nair,ODI,2,89,46,88,2,62,6,0,23.0,52.27,70.45,6.82
OV Anderson,ODI,1,97,46,89,0,63,4,0,46.0,51.69,70.79,4.49
CC Machado,T20I,9,83,45,80,7,46,1,0,6.43,56.25,57.5,1.25
JA Richardson,T20I,8,51,45,51,3,23,3,1,15.0,88.24,45.1,7.84
MDT Kamini,Test,1,170,45,170,2,142,4,0,22.5,26.47,83.53,2.35
E Packard,T20I,5,61,45,58,6,30,3,1,7.5,77.59,51.72,6.9
SA Fritz,T20I,9,64,45,64,9,42,6,0,5.0,70.31,65.62,9.38
JWN Moses,T20I,6,52,45,50,6,25,4,1,7.5,90.0,50.0,10.0
M Karg,ODI,2,66,45,65,2,43,4,1,22.5,69.23,66.15,7.69
J Nyumbu,ODI,13,90,45,87,9,55,1,1,5.0,51.72,63.22,2.3
Kashif Abbas,T20I,4,42,45,41,4,24,4,3,11.25,109.76,58.54,17.07
BJ Arnel,Test,6,148,45,148,8,123,5,0,5.62,30.41,83.11,3.38
Yasir Shah,PSL,11,53,45,53,9,29,3,2,5.0,84.91,54.72,9.43
JP Faulkner,Test,1,43,45,43,2,22,5,1,22.5,104.65,51.16,13.95
AR Odedara,T20I,8,66,45,63,8,35,5,0,5.62,71.43,55.56,7.94
B Nwobodo,T20I,2,81,45,74,1,43,1,0,45.0,60.81,58.11,1.35
L Gregory,T20I,6,41,45,41,6,15,2,2,7.5,109.76,36.59,9.76
A Obulor,T20I,10,85,45,80,8,50,4,0,5.62,56.25,62.5,5.0
OAC Banks,ODI,2,60,45,58,3,27,0,2,15.0,77.59,46.55,3.45
RDM Leverock,ODI,9,121,45,120,6,87,2,0,7.5,37.5,72.5,1.67
Abdul Samad,ODI,3,58,45,58,3,33,5,1,15.0,77.59,56.9,10.34
NJ Maddinson,T20I,4,36,45,35,4,15,6,1,11.25,128.57,42.86,20.0
AA Moiane,T20I,15,119,45,101,13,71,3,0,3.46,44.55,70.3,2.97
AE Smith,ODI,1,30,45,30,1,8,3,1,45.0,150.0,26.67,13.33
J Jojo,T20I,8,33,45,33,4,6,2,1,11.25,136.36,18.18,9.09
C Raack,T20I,8,46,45,45,2,20,5,0,22.5,100.0,44.44,11.11
IM Vaghela,ODI,5,91,45,87,5,59,5,0,9.0,51.72,67.82,5.75
NC Monteiro,T20I,15,92,45,89,11,55,1,0,4.09,50.56,61.8,1.12
DL Graham,T20I,14,106,45,101,13,67,2,0,3.46,44.55,66.34,1.98
M De Ridder,ODI,3,74,45,72,0,43,3,0,45.0,62.5,59.72,4.17
MJ Potts,ODI,6,62,45,62,1,28,1,1,45.0,72.58,45.16,3.23
LJ Poulton,Test,2,107,45,107,2,73,2,0,22.5,42.06,68.22,1.87
GC Wilson,Test,2,115,45,114,3,91,7,0,15.0,39.47,79.82,6.14
HH Aung,T20I,12,104,45,92,7,59,2,0,6.43,48.91,64.13,2.17
Ibrahim Kpaka,T20I,8,55,45,54,8,27,4,0,5.62,83.33,50.0,7.41
JC Tredwell,Test,2,87,45,87,2,68,6,0,22.5,51.72,78.16,6.9
A Mazvishaya,T20I,8,81,45,77,2,41,2,0,22.5,58.44,53.25,2.6
Mohamed Mahfooz,T20I,6,71,45,68,4,34,2,0,11.25,66.18,50.0,2.94
Ravi Bishnoi,IPL,18,71,45,69,11,44,2,2,4.09,65.22,63.77,5.8
M Artur,T20I,14,67,45,61,11,34,4,0,4.09,73.77,55.74,6.56
TL Seifert,IPL,6,44,45,41,6,22,6,1,7.5,109.76,53.66,17.07
S Ateak,T20I,3,48,45,48,3,29,6,1,15.0,93.75,60.42,14.58
Amal Jacob,T20I,11,68,45,67,4,33,3,0,11.25,67.16,49.25,4.48
K Weeraratne,T20I,4,37,45,37,1,11,4,1,45.0,121.62,29.73,13.51
TV Mufambisi,ODI,4,71,45,69,4,47,6,0,11.25,65.22,68.12,8.7
TH David,ODI,4,56,45,53,4,33,3,3,11.25,84.91,62.26,11.32
Tabarak Dar,ODI,2,95,45,88,2,60,5,0,22.5,51.14,68.18,5.68
Sharjeel Khan,Test,1,45,44,45,2,32,7,1,22.0,97.78,71.11,17.78
Qais Ahmad,PSL,4,31,44,30,2,11,5,2,22.0,146.67,36.67,23.33
M Dillon,ODI,10,52,44,52,7,26,3,1,6.29,84.62,50.0,7.69
AE Smith,T20I,1,47,44,47,1,22,3,1,44.0,93.62,46.81,8.51
Al Sahariar,ODI,6,102,44,98,6,75,5,1,7.33,44.9,76.53,6.12
K Goud,ODI,9,64,44,62,5,34,5,0,8.8,70.97,54.84,8.06
A Taylor,T20I,11,163,44,123,9,78,0,0,4.89,35.77,63.41,0.0
Saad Nasim,T20I,2,54,44,53,2,16,0,1,22.0,83.02,30.19,1.89
Mamoon Latif,T20I,5,49,44,47,5,21,3,1,8.8,93.62,44.68,8.51
NA de Groot,ODI,6,130,44,127,5,106,6,0,8.8,34.65,83.46,4.72
Umm-e-Hani,ODI,12,98,44,95,12,62,2,0,3.67,46.32,65.26,2.11
Gagandeep Singh,T20I,10,47,44,45,4,22,4,1,11.0,97.78,48.89,11.11
S Sarthak,T20I,4,39,44,39,3,13,2,1,14.67,112.82,33.33,7.69
D Devnarain,T20I,6,51,44,50,4,23,5,0,11.0,88.0,46.0,10.0
Usman Waheed,T20I,3,40,44,38,2,11,4,1,22.0,115.79,28.95,13.16
Ganesh Pooja,T20I,8,96,44,82,10,47,1,0,4.4,53.66,57.32,1.22
JAM Henri,T20I,6,38,44,38,5,13,2,1,8.8,115.79,34.21,7.89
S Sreesanth,ODI,19,125,44,121,9,86,2,0,4.89,36.36,71.07,1.65
JS Henriksen,T20I,4,45,44,44,4,14,2,0,11.0,100.0,31.82,4.55
Mohammad Wasim,T20I,12,64,44,58,5,36,5,1,8.8,75.86,62.07,10.34
G Ganbold,T20I,13,127,44,121,12,88,1,0,3.67,36.36,72.73,0.83
L Winfield-Hill,T20I,4,58,44,56,3,30,6,0,14.67,78.57,53.57,10.71
D Pretorius,IPL,5,28,44,28,4,10,3,3,11.0,157.14,35.71,21.43
R Galgalikar,T20I,6,70,44,65,6,37,3,0,7.33,67.69,56.92,4.62
RJ Pierre,T20I,8,62,44,60,5,27,2,1,8.8,73.33,45.0,5.0
EU Kejarukua,T20I,14,88,44,87,8,55,2,0,5.5,50.57,63.22,2.3
Atif Mehmood,T20I,7,48,44,45,3,18,2,2,14.67,97.78,40.0,8.89
Taj Nehar,T20I,7,50,44,50,6,27,5,0,7.33,88.0,54.0,10.0
DR Sams,IPL,13,48,44,44,10,22,1,3,4.4,100.0,50.0,9.09
Khalid Usman,PSL,3,37,43,34,1,9,3,1,43.0,126.47,26.47,11.76
SJ Coyte,T20I,8,41,43,41,3,12,1,0,14.33,104.88,29.27,2.44
Hayatullah Niazi,T20I,3,43,43,41,3,17,1,2,14.33,104.88,41.46,7.32
SJ Swanepoel,ODI,5,99,43,94,5,69,4,0,8.6,45.74,73.4,4.26
J Perman,T20I,4,39,43,37,3,22,3,3,14.33,116.22,59.46,16.22
L Karlsson,T20I,6,47,43,45,5,21,3,1,8.6,95.56,46.67,8.89
J Lewis,ODI,7,49,43,48,5,21,4,0,8.6,89.58,43.75,8.33
NO Miller,T20I,5,50,43,47,1,15,2,0,43.0,91.49,31.91,4.26
E Guehoada,T20I,12,112,43,105,4,67,1,0,10.75,40.95,63.81,0.95
S Loubser,ODI,4,75,43,74,3,41,2,0,14.33,58.11,55.41,2.7
Salman Butt,PSL,3,52,43,50,3,18,3,0,14.33,86.0,36.0,6.0
Zara Mohammad,T20I,6,59,43,55,4,29,4,0,10.75,78.18,52.73,7.27
J Gumbie,T20I,3,53,43,52,3,31,6,0,14.33,82.69,59.62,11.54
SYD Chan,T20I,8,83,43,81,6,45,1,0,7.17,53.09,55.56,1.23
T Makoni,Test,2,124,43,123,4,106,6,0,10.75,34.96,86.18,4.88
JM Bird,Test,8,141,43,141,3,118,3,1,14.33,30.5,83.69,2.84
M Phiase,T20I,16,105,43,96,14,63,1,0,3.07,44.79,65.62,1.04
DB Lakhani,T20I,6,51,43,49,5,26,3,2,8.6,87.76,53.06,10.2
M Jele,T20I,16,71,43,71,11,40,0,2,3.91,60.56,56.34,2.82
VM Nyauchi,ODI,5,53,43,52,5,31,5,1,8.6,82.69,59.62,11.54
TS Waqavakatoga,T20I,5,40,43,38,4,14,2,2,10.75,113.16,36.84,10.53
Sikander Zulfiqar,T20I,7,45,43,44,7,15,3,0,6.14,97.73,34.09,6.82
HA Varaiya,ODI,11,119,43,116,7,87,3,0,6.14,37.07,75.0,2.59
RP Lefebvre,ODI,4,68,43,65,3,43,4,1,14.33,66.15,66.15,7.69
Iftekar Jaman,T20I,3,31,43,28,4,9,3,3,10.75,153.57,32.14,21.43
S Badrinath,T20I,1,38,43,37,1,12,5,0,43.0,116.22,32.43,13.51
C Chatonzwa,T20I,9,61,43,61,4,28,2,0,10.75,70.49,45.9,3.28
S Fouché,T20I,3,51,43,51,2,25,5,0,21.5,84.31,49.02,9.8
A Langham,T20I,3,43,43,39,4,19,3,1,10.75,110.26,48.72,10.26
P Pustoslemsek,T20I,5,69,43,65,6,40,4,1,7.17,66.15,61.54,7.69
S Dube,ODI,4,49,43,48,4,25,3,2,10.75,89.58,52.08,10.42
Sunny Singh,IPL,5,31,43,31,4,12,6,1,10.75,138.71,38.71,22.58
A Mishra,ODI,10,87,43,82,7,57,4,0,6.14,52.44,69.51,4.88
B Fernando,T20I,7,49,43,47,4,24,3,1,10.75,91.49,51.06,8.51
M Worndl,T20I,5,91,43,89,4,60,3,0,10.75,48.31,67.42,3.37
WB Rankin,Test,3,99,43,99,5,78,6,0,8.6,43.43,78.79,6.06
Edward Fleming,T20I,4,44,43,43,2,20,3,1,21.5,100.0,46.51,9.3
Zain Muzaffar,T20I,4,27,42,26,1,5,2,3,42.0,161.54,19.23,19.23
SD Valjalo,T20I,5,56,42,54,5,28,4,0,8.4,77.78,51.85,7.41
N Liyanage,T20I,5,89,42,81,2,41,1,0,21.0,51.85,50.62,1.23
Jaikumar Thakur,T20I,7,83,42,79,7,47,2,0,6.0,53.16,59.49,2.53
CD Cumming,ODI,6,101,42,96,5,72,5,0,8.4,43.75,75.0,5.21
SK Trivedi,IPL,14,61,42,59,8,34,3,1,5.25,71.19,57.63,6.78
HJC Mol,ODI,4,125,42,116,4,89,4,0,10.5,36.21,76.72,3.45
LE Plunkett,T20I,9,34,42,34,7,13,3,1,6.0,123.53,38.24,11.76
AR Caddick,Test,2,105,42,104,4,83,3,1,10.5,40.38,79.81,3.85
V Mansale,T20I,12,92,42,86,13,56,2,0,3.23,48.84,65.12,2.33
Serdar Burak Emir,T20I,3,33,42,30,3,18,5,3,14.0,140.0,60.0,26.67
H Bhullar,T20I,12,158,42,125,12,89,1,0,3.5,33.6,71.2,0.8
SN Netravalkar,T20I,10,49,42,47,7,23,2,1,6.0,89.36,48.94,6.38
L Wykes-Templeman,T20I,10,112,42,101,9,78,5,0,4.67,41.58,77.23,4.95
Abdullah Rana,T20I,5,27,42,27,4,10,4,2,10.5,155.56,37.04,22.22
A Chaudhary,T20I,4,45,42,44,4,19,5,0,10.5,95.45,43.18,11.36
RA Mair,ODI,15,65,42,65,10,32,2,0,4.2,64.62,49.23,3.08
Amjad Ali,T20I,5,55,42,52,4,28,6,0,10.5,80.77,53.85,11.54
Muhammad Murad,T20I,6,53,42,51,4,29,1,3,10.5,82.35,56.86,7.84
Sultana Khatun,ODI,11,102,42,96,8,71,4,0,5.25,43.75,73.96,4.17
LN Rajbanshi,ODI,25,171,42,165,10,139,3,0,4.2,25.45,84.24,1.82
K Tereza,T20I,7,92,42,82,4,49,3,0,10.5,51.22,59.76,3.66
H Simpson-Parker,T20I,4,51,42,48,2,21,1,0,21.0,87.5,43.75,2.08
Walid Sahibzada,T20I,3,47,42,45,3,22,4,1,14.0,93.33,48.89,11.11
F Mutua,T20I,9,41,42,40,7,17,4,1,6.0,105.0,42.5,12.5
M Vervitsioti,T20I,17,162,42,136,16,100,0,0,2.62,30.88,73.53,0.0
AB Barath,IPL,3,43,42,42,2,21,5,1,21.0,100.0,50.0,14.29
AO Suji,ODI,6,93,42,92,5,60,4,0,8.4,45.65,65.22,4.35
MT Jacob,T20I,10,70,42,66,4,36,1,0,10.5,63.64,54.55,1.52
Asim Ashraf,T20I,3,79,42,76,3,51,5,0,14.0,55.26,67.11,6.58
K Mataora,T20I,5,52,42,49,2,23,4,0,21.0,85.71,46.94,8.16
R Kumar,T20I,4,28,42,28,2,10,4,1,21.0,150.0,35.71,17.86
Pen Samon,T20I,7,132,42,123,8,95,3,0,5.25,34.15,77.24,2.44
AL Hodgkinson,T20I,3,66,42,64,3,42,6,0,14.0,65.62,65.62,9.38
M Kanno,T20I,6,83,42,76,6,51,4,0,7.0,55.26,67.11,5.26
JM Iradukunda,T20I,7,42,42,41,6,24,0,4,7.0,102.44,58.54,9.76
Asad Ali Rehemtulla,T20I,11,58,42,55,7,23,3,0,6.0,76.36,41.82,5.45
AT Rayudu,T20I,5,51,42,50,4,27,5,0,10.5,84.0,54.0,10.0
NE Farrant,ODI,3,64,41,60,3,37,5,0,13.67,68.33,61.67,8.33
Ghulam Ahmadi,T20I,12,42,41,40,3,16,4,0,13.67,102.5,40.0,10.0
AS Tanke,ODI,2,89,41,88,3,67,5,0,13.67,46.59,76.14,5.68
WP Saha,ODI,5,59,41,56,3,35,5,0,13.67,73.21,62.5,8.93
NK Aneesh Kumar,T20I,12,54,41,51,5,21,1,1,8.2,80.39,41.18,3.92
Zahid Khan,T20I,7,54,41,49,7,29,4,1,5.86,83.67,59.18,10.2
NN Banner,T20I,7,51,41,47,3,23,1,1,13.67,87.23,48.94,4.26
Fayyaz Ahmed,ODI,2,98,41,94,0,70,5,0,41.0,43.62,74.47,5.32
KY Ottley,ODI,4,76,41,73,4,54,5,1,10.25,56.16,73.97,8.22
AR Puri,T20I,14,82,41,77,8,49,1,1,5.12,53.25,63.64,2.6
Akhil Kumar,T20I,6,36,41,36,2,18,3,2,20.5,113.89,50.0,13.89
S Sajana,T20I,8,38,41,37,4,14,6,0,10.25,110.81,37.84,16.22
Abdullah Shafique,T20I,3,39,41,37,2,16,4,1,20.5,110.81,43.24,13.51
E Jabarkhel,T20I,7,46,41,44,4,19,5,0,10.25,93.18,43.18,11.36
R Telemachus,ODI,3,20,41,20,3,5,2,3,13.67,205.0,25.0,25.0
CE Dean,Test,3,110,41,110,5,86,4,0,8.2,37.27,78.18,3.64
Nauman Anwar,PSL,4,38,41,36,4,20,3,3,10.25,113.89,55.56,16.67
A Nehra,IPL,17,63,41,62,8,36,3,1,5.12,66.13,58.06,6.45
P Dhiman,T20I,4,57,41,55,4,23,0,1,10.25,74.55,41.82,1.82
Parveen Kumar,ODI,4,48,41,47,3,23,5,0,13.67,87.23,48.94,10.64
Madhawa Basnayaka,T20I,4,48,41,43,3,22,2,2,13.67,95.35,51.16,9.3
S Badree,T20I,14,67,41,63,6,30,1,1,6.83,65.08,47.62,3.17
K Pala,T20I,2,31,41,30,1,14,4,2,41.0,136.67,46.67,20.0
IGASF Pratiwi,T20I,4,67,41,60,3,30,0,0,13.67,68.33,50.0,0.0
Tanzim Hasan Sakib,Test,1,80,41,80,1,56,2,1,41.0,51.25,70.0,3.75
JD Bhatt,T20I,2,33,41,32,2,12,2,2,20.5,128.12,37.5,12.5
R Shimwamana,T20I,10,74,41,69,6,45,3,0,6.83,59.42,65.22,4.35
J Theron,T20I,6,28,41,27,0,8,4,1,41.0,151.85,29.63,18.52
CJ Anderson,PSL,2,36,41,36,2,15,1,3,20.5,113.89,41.67,11.11
L Filer,Test,4,101,41,100,7,80,5,0,5.86,41.0,80.0,5.0
Nur Izzatul Syafiqa,T20I,9,71,41,67,7,35,2,0,5.86,61.19,52.24,2.99
G Hoey,Test,1,114,41,114,2,95,4,0,20.5,35.96,83.33,3.51
RS Quyn,T20I,12,90,41,87,9,61,4,0,4.56,47.13,70.11,4.6
R Khullar,T20I,8,91,41,79,7,52,3,0,5.86,51.9,65.82,3.8
Shabbir Ahmed,Test,3,88,41,88,4,72,6,0,10.25,46.59,81.82,6.82
JL Pattinson,ODI,7,80,41,78,3,50,2,0,13.67,52.56,64.1,2.56
CT Mutombodzi,Test,1,121,41,121,2,97,4,0,20.5,33.88,80.17,3.31
Suhail Sattar,T20I,8,58,41,55,10,36,5,1,4.1,74.55,65.45,10.91
Pratik Singh Bais,T20I,15,72,41,68,8,33,0,0,5.12,60.29,48.53,0.0
P Baghel,T20I,3,55,41,53,3,36,7,0,13.67,77.36,67.92,13.21
RP Johnston,T20I,5,68,40,65,5,39,3,0,8.0,61.54,60.0,4.62
BCJ Cutting,T20I,4,28,40,27,4,11,2,3,10.0,148.15,40.74,18.52
Zeeshan Siddiqui,T20I,3,45,40,44,2,17,4,0,20.0,90.91,38.64,9.09
PS Masvaure,ODI,2,63,40,60,2,30,2,0,20.0,66.67,50.0,3.33
A Shahzad,ODI,8,62,40,60,5,36,0,3,8.0,66.67,60.0,5.0
KR Mayers,PSL,3,37,40,36,3,22,5,2,13.33,111.11,61.11,19.44
Jay Odedra,T20I,7,46,40,42,1,19,3,1,40.0,95.24,45.24,9.52
TGJ Gruijters,T20I,4,41,40,41,2,14,3,0,20.0,97.56,34.15,7.32
AD Algar,T20I,2,56,40,50,1,25,2,1,40.0,80.0,50.0,6.0
BR Dunk,IPL,3,36,40,35,3,19,7,0,13.33,114.29,54.29,20.0
Rameez Raja (2),PSL,5,34,40,33,4,12,2,2,10.0,121.21,36.36,12.12
J Yadav,IPL,4,38,40,36,2,12,2,1,20.0,111.11,33.33,8.33
R Airee,T20I,5,68,40,65,3,38,3,0,13.33,61.54,58.46,4.62
WF Stelling,ODI,2,39,40,38,0,18,2,2,40.0,105.26,47.37,10.53
I Nandakumar,T20I,15,82,40,81,8,51,2,0,5.0,49.38,62.96,2.47
M Shumba,ODI,6,83,40,83,4,57,3,0,10.0,48.19,68.67,3.61
Bilal Asif,ODI,3,52,40,49,3,34,6,1,13.33,81.63,69.39,14.29
LPC Silva,IPL,3,27,40,26,2,9,5,1,20.0,153.85,34.62,23.08
M Smith,T20I,3,49,40,48,3,32,2,3,13.33,83.33,66.67,10.42
A Bhadauria,T20I,2,32,40,31,2,12,6,0,20.0,129.03,38.71,19.35
NB Mahwire,ODI,8,108,40,106,7,76,2,0,5.71,37.74,71.7,1.89
KDK Vithanage,T20I,3,35,40,34,3,16,7,0,13.33,117.65,47.06,20.59
Ben Jones,T20I,1,43,40,41,0,14,3,0,40.0,97.56,34.15,7.32
J Baguma,T20I,9,56,40,54,5,27,3,0,8.0,74.07,50.0,5.56
A Maheshwari,T20I,9,69,40,65,9,46,3,2,4.44,61.54,70.77,7.69
SP Narine,Test,6,92,40,92,5,73,4,1,8.0,43.48,79.35,5.43
S Merican,T20I,14,162,40,143,10,105,0,0,4.0,27.97,73.43,0.0
DV Varghese,T20I,8,62,40,55,5,26,2,0,8.0,72.73,47.27,3.64
TD Smartt,ODI,11,65,40,64,6,32,0,1,6.67,62.5,50.0,1.56
EC Muller,T20I,8,56,40,48,8,23,4,0,5.0,83.33,47.92,8.33
S von Berg,Test,1,111,40,111,2,94,7,0,20.0,36.04,84.68,6.31
CB Mpofu,ODI,30,170,40,167,13,135,0,0,3.08,23.95,80.84,0.0
Zafar Gohar,PSL,8,46,40,45,4,22,1,1,10.0,88.89,48.89,4.44
EA Osborne,T20I,9,46,40,43,7,16,4,0,5.71,93.02,37.21,9.3
J Pant,T20I,1,30,40,29,1,8,4,1,40.0,137.93,27.59,17.24
R Theruvath,T20I,6,43,40,41,5,19,4,1,8.0,97.56,46.34,12.2
R Choden,T20I,9,69,40,64,4,38,2,1,10.0,62.5,59.38,4.69
Rachel Delaney,T20I,8,50,40,48,4,18,2,0,10.0,83.33,37.5,4.17
SW Kinyua,T20I,2,61,40,58,1,27,1,0,40.0,68.97,46.55,1.72
O Lutbayar,T20I,12,82,40,78,11,54,2,1,3.64,51.28,69.23,3.85
A Nortje,ODI,7,60,40,59,6,32,3,0,6.67,67.8,54.24,5.08
JA Duffy,T20I,12,42,40,41,5,13,3,0,8.0,97.56,31.71,7.32
S Navaratne,T20I,6,43,40,43,5,24,1,3,8.0,93.02,55.81,9.3
Rasikh Salam,IPL,6,40,40,40,5,19,5,0,8.0,100.0,47.5,12.5
JS Ndanu,T20I,17,94,39,92,11,60,1,0,3.55,42.39,65.22,1.09
Umar Gul,IPL,4,19,39,19,3,8,1,5,13.0,205.26,42.11,31.58
AUK Pathan,IPL,7,26,39,23,5,11,5,2,7.8,169.57,47.83,30.43
Zuhaib Zubair,ODI,4,51,39,49,4,29,3,1,9.75,79.59,59.18,8.16
Zumika Azmi,T20I,9,83,39,82,6,54,2,0,6.5,47.56,65.85,2.44
Sadamali Bhakshala,T20I,11,91,39,87,10,60,3,0,3.9,44.83,68.97,3.45
A van Schoor,T20I,1,32,39,30,0,10,1,2,39.0,130.0,33.33,10.0
Wang Huiying,T20I,9,64,39,58,5,37,5,0,7.8,67.24,63.79,8.62
KM Jarvis,T20I,8,49,39,47,6,26,1,2,6.5,82.98,55.32,6.38
Rafatullah Mohmand,T20I,3,47,39,45,3,23,4,0,13.0,86.67,51.11,8.89
Umm-e-Hani,T20I,5,58,39,57,4,25,1,0,9.75,68.42,43.86,1.75
RA Austin,Test,2,216,39,216,4,191,4,0,9.75,18.06,88.43,1.85
S Tobgay,T20I,2,59,39,58,1,26,1,0,39.0,67.24,44.83,1.72
L Chipanga,T20I,15,81,39,72,9,46,3,0,4.33,54.17,63.89,4.17
SJ Tsukigawa,ODI,1,70,39,69,1,48,4,1,39.0,56.52,69.57,7.25
ZGF Foulkes,Test,3,97,39,97,2,78,5,0,19.5,40.21,80.41,5.15
SC Joseph,Test,2,102,39,100,4,79,4,1,9.75,39.0,79.0,5.0
N Burger,ODI,7,95,39,92,3,64,2,0,13.0,42.39,69.57,2.17
Kate Awuah,T20I,3,73,39,69,4,39,1,0,9.75,56.52,56.52,1.45
MM Patel,IPL,12,41,39,41,5,18,5,0,7.8,95.12,43.9,12.2
CD Collymore,ODI,14,71,39,70,8,49,1,2,4.88,55.71,70.0,4.29
J Gallimore,T20I,3,42,39,40,1,15,4,0,39.0,97.5,37.5,10.0
C Murray,T20I,13,48,39,47,9,18,2,0,4.33,82.98,38.3,4.26
T Shamsi,ODI,13,71,39,69,4,48,4,0,9.75,56.52,69.57,5.8
E Pokana,T20I,5,60,39,58,3,33,3,0,13.0,67.24,56.9,5.17
T Ariuntsetseg,T20I,10,124,39,119,10,92,2,0,3.9,32.77,77.31,1.68
CB Lambert,ODI,1,86,39,84,1,64,4,1,39.0,46.43,76.19,5.95
NT Ellis,T20I,11,62,39,61,6,33,2,1,6.5,63.93,54.1,4.92
Usman Khan,ODI,1,33,39,33,1,17,4,2,39.0,118.18,51.52,18.18
BA Viraliliu,T20I,1,31,39,30,1,7,3,0,39.0,130.0,23.33,10.0
AJ Kenealy,ODI,6,95,39,92,6,75,5,1,6.5,42.39,81.52,6.52
O Lefaga,T20I,7,71,39,65,8,44,4,0,4.88,60.0,67.69,6.15
A Tector,ODI,5,63,39,62,5,34,2,0,7.8,62.9,54.84,3.23
