bowler,year,format,balls,runs_given,wickets,matches,dot_balls,economy,average,strike_rate
LA Dawson,2016,Test,258,130,2,1,171,3.02,65.0,129.0
LA Dawson,2017,T20I,60,75,1,3,17,7.5,75.0,60.0
LA Dawson,2017,Test,268,174,5,2,194,3.9,34.8,53.6
LA Dawson,2018,ODI,36,26,1,1,18,4.33,26.0,36.0
LA Dawson,2018,PSL,174,248,9,8,64,8.55,27.56,19.33
LA Dawson,2018,T20I,36,50,1,2,13,8.33,50.0,36.0
LA Dawson,2019,PSL,138,168,3,10,53,7.3,56.0,46.0
LA Dawson,2020,PSL,30,53,0,2,7,10.6,53.0,30.0
LA Dawson,2022,ODI,180,189,2,3,67,6.3,94.5,90.0
LA Dawson,2022,PSL,141,168,9,7,53,7.15,18.67,15.67
LA Dawson,2022,T20I,84,91,1,5,30,6.5,91.0,84.0
LA Dawson,2023,PSL,24,38,2,2,8,9.5,19.0,12.0
LA Dawson,2025,T20I,157,234,12,8,60,8.94,19.5,13.08
LA Dawson,2025,Test,372,148,1,1,279,2.39,148.0,372.0
LA Dawson,2026,ODI,180,120,6,3,105,4.0,20.0,30.0
LA Dawson,2026,T20I,234,302,14,11,85,7.74,21.57,16.71
LA Dunbar,2024,T20I,6,8,0,1,3,8.0,8.0,6.0
LA Goncalves,2026,T20I,74,61,7,4,46,4.95,8.71,10.57
LA Marsh,2006,Test,257,84,4,1,220,1.96,21.0,64.25
LA Marsh,2008,Test,138,45,2,1,118,1.96,22.5,69.0
LA Marsh,2009,ODI,60,29,2,1,46,2.9,14.5,30.0
LA Marsh,2009,T20I,48,45,1,2,24,5.62,45.0,48.0
LA Marsh,2009,Test,276,105,4,1,219,2.28,26.25,69.0
LA Marsh,2011,ODI,177,122,5,3,101,4.14,24.4,35.4
LA Marsh,2011,T20I,42,31,3,2,22,4.43,10.33,14.0
LA Marsh,2011,Test,186,70,1,1,149,2.26,70.0,186.0
LA Marsh,2012,ODI,180,102,2,3,113,3.4,51.0,90.0
LA Marsh,2012,T20I,360,314,19,16,159,5.23,16.53,18.95
LA Marsh,2013,ODI,264,222,4,6,138,5.05,55.5,66.0
LA Marsh,2013,Test,306,132,3,1,239,2.59,44.0,102.0
LA Marsh,2015,ODI,18,25,0,1,5,8.33,25.0,18.0
LA Marsh,2015,Test,210,98,3,1,159,2.8,32.67,70.0
LA Marsh,2016,ODI,282,135,10,5,196,2.87,13.5,28.2
LA Marsh,2016,T20I,48,30,4,2,29,3.75,7.5,12.0
LA Marsh,2017,ODI,336,240,8,6,203,4.29,30.0,42.0
LA Marsh,2017,Test,264,111,3,1,200,2.52,37.0,88.0
LA Marsh,2018,ODI,296,253,11,6,153,5.13,23.0,26.91
LA Marsh,2019,ODI,414,286,11,8,247,4.14,26.0,37.64
LA Marsh,2019,T20I,150,153,4,7,48,6.12,38.25,37.5
LA Marsh,2019,Test,282,137,4,1,203,2.91,34.25,70.5
LA McBride,2025,ODI,115,72,5,3,65,3.76,14.4,23.0
LA McBride,2025,T20I,186,242,8,11,54,7.81,30.25,23.25
LA McBride,2026,T20I,127,103,10,6,58,4.87,10.3,12.7
LA Musiani,2021,T20I,41,44,2,3,18,6.44,22.0,20.5
LA Musiani,2023,T20I,18,34,0,2,5,11.33,34.0,18.0
LA Simango,2021,T20I,37,52,2,2,18,8.43,26.0,18.5
LA Simango,2022,T20I,112,122,7,7,54,6.54,17.43,16.0
LAR Bommareddy,2024,T20I,69,96,1,4,23,8.35,96.0,69.0
LAR Bommareddy,2025,T20I,67,48,5,4,47,4.3,9.6,13.4
LB Williams,2021,ODI,49,63,1,1,19,7.71,63.0,49.0
LB Williams,2021,T20I,143,208,9,6,42,8.73,23.11,15.89
LB Williams,2022,Test,188,111,3,2,142,3.54,37.0,62.67
LB Williams,2023,ODI,168,178,4,3,95,6.36,44.5,42.0
LB Williams,2023,T20I,91,163,8,5,32,10.75,20.38,11.38
LB Williams,2024,IPL,38,74,1,2,13,11.68,74.0,38.0
LB Williams,2024,ODI,153,128,11,3,95,5.02,11.64,13.91
LB Williams,2024,T20I,79,126,4,4,27,9.57,31.5,19.75
LB Williams,2025,ODI,42,37,0,1,24,5.29,37.0,42.0
LB Williams,2025,T20I,79,137,4,4,33,10.41,34.25,19.75
LC Boylan,2017,ODI,18,37,2,1,5,12.33,18.5,9.0
LC Le Tissier,2019,T20I,114,112,9,5,45,5.89,12.44,12.67
LC Le Tissier,2020,T20I,24,17,2,1,11,4.25,8.5,12.0
LC Le Tissier,2022,T20I,6,12,0,1,1,12.0,12.0,6.0
LC Pearson,2003,Test,350,111,11,1,300,1.9,10.09,31.82
LC Romero,2004,ODI,24,52,1,1,9,13.0,52.0,24.0
LC Sthalekar,2003,Test,168,47,1,1,143,1.68,47.0,168.0
LC Sthalekar,2005,Test,108,34,1,1,90,1.89,34.0,108.0
LC Sthalekar,2007,ODI,48,32,1,1,30,4.0,32.0,48.0
LC Sthalekar,2008,Test,246,97,4,1,202,2.37,24.25,61.5
LC Sthalekar,2009,ODI,42,18,1,1,31,2.57,18.0,42.0
LC Sthalekar,2009,T20I,12,24,0,1,2,12.0,24.0,12.0
LC Sthalekar,2009,Test,234,66,2,1,206,1.69,33.0,117.0
LC Sthalekar,2010,T20I,72,73,4,3,26,6.08,18.25,18.0
LC Sthalekar,2011,Test,276,58,2,1,239,1.26,29.0,138.0
LC Sthalekar,2012,ODI,180,149,1,3,93,4.97,149.0,180.0
LC Sthalekar,2012,T20I,108,74,3,5,64,4.11,24.67,36.0
LC Sthalekar,2013,ODI,170,66,5,3,136,2.33,13.2,34.0
LCN Smith,2018,T20I,48,43,2,2,28,5.38,21.5,24.0
LCN Smith,2019,T20I,138,150,12,7,69,6.52,12.5,11.5
LCN Smith,2024,T20I,144,158,6,6,45,6.58,26.33,24.0
LCN Smith,2025,ODI,582,422,22,12,341,4.35,19.18,26.45
LCN Smith,2025,T20I,156,196,5,7,58,7.54,39.2,31.2
LD Chukkapalli-Llinares,2024,T20I,31,27,0,2,15,5.23,27.0,31.0
LD Madushanka,2017,ODI,145,177,4,4,48,7.32,44.25,36.25
LD Madushanka,2019,T20I,24,36,0,1,5,9.0,36.0,24.0
LE Kaushalya,2008,ODI,60,43,0,2,34,4.3,43.0,60.0
LE Kaushalya,2012,T20I,40,34,1,4,25,5.1,34.0,40.0
LE Kaushalya,2013,ODI,210,164,6,6,141,4.69,27.33,35.0
LE Kaushalya,2013,T20I,78,82,5,4,38,6.31,16.4,15.6
LE Kaushalya,2014,ODI,36,47,1,2,17,7.83,47.0,36.0
LE Kaushalya,2014,T20I,42,56,3,5,19,8.0,18.67,14.0
LE Kaushalya,2015,ODI,60,39,3,2,36,3.9,13.0,20.0
LE Kaushalya,2015,T20I,36,43,2,4,14,7.17,21.5,18.0
LE Kaushalya,2016,ODI,24,30,1,2,12,7.5,30.0,24.0
LE Kaushalya,2016,T20I,60,69,1,5,25,6.9,69.0,60.0
LE Kaushalya,2017,ODI,160,141,1,9,86,5.29,141.0,160.0
LE Milliken,2007,ODI,48,37,1,1,32,4.62,37.0,48.0
LE Plunkett,2005,ODI,145,159,7,3,60,6.58,22.71,20.71
LE Plunkett,2006,ODI,495,467,10,11,273,5.66,46.7,49.5
LE Plunkett,2006,T20I,24,38,3,1,7,9.5,12.67,8.0
LE Plunkett,2006,Test,853,496,14,5,626,3.49,35.43,60.93
LE Plunkett,2007,ODI,564,557,23,11,339,5.93,24.22,24.52
LE Plunkett,2007,Test,539,351,7,3,409,3.91,50.14,77.0
LE Plunkett,2010,ODI,12,12,0,1,6,6.0,12.0,12.0
LE Plunkett,2011,ODI,60,50,2,1,31,5.0,25.0,30.0
LE Plunkett,2014,Test,1130,652,18,4,829,3.46,36.22,62.78
LE Plunkett,2015,ODI,240,262,6,5,108,6.55,43.67,40.0
LE Plunkett,2015,T20I,49,55,6,2,21,6.73,9.17,8.17
LE Plunkett,2016,ODI,541,530,16,10,264,5.88,33.12,33.81
LE Plunkett,2016,T20I,107,147,4,5,45,8.24,36.75,26.75
LE Plunkett,2017,ODI,865,833,37,17,430,5.78,22.51,23.38
LE Plunkett,2017,T20I,108,142,9,5,39,7.89,15.78,12.0
LE Plunkett,2018,IPL,150,228,4,7,42,9.12,57.0,37.5
LE Plunkett,2018,ODI,435,452,17,11,216,6.23,26.59,25.59
LE Plunkett,2018,T20I,124,194,5,6,45,9.39,38.8,24.8
LE Plunkett,2019,ODI,636,596,22,14,292,5.62,27.09,28.91
LE Plunkett,2019,T20I,41,52,2,2,19,7.61,26.0,20.5
LF Muller,2024,T20I,42,50,3,4,22,7.14,16.67,14.0
LF Muller,2025,T20I,18,22,2,1,9,7.33,11.0,9.0
LF Muller,2026,T20I,30,41,3,3,15,8.2,13.67,10.0
LG Moras,2025,T20I,55,63,0,4,25,6.87,63.0,55.0
LG Moras,2026,T20I,55,72,1,3,29,7.85,72.0,55.0
LH Ferguson,2016,ODI,211,235,5,4,102,6.68,47.0,42.2
LH Ferguson,2017,IPL,78,96,5,4,43,7.38,19.2,15.6
LH Ferguson,2017,ODI,283,273,8,6,151,5.79,34.12,35.38
LH Ferguson,2017,T20I,24,32,3,1,11,8.0,10.67,8.0
LH Ferguson,2018,ODI,458,395,20,9,265,5.17,19.75,22.9
LH Ferguson,2018,T20I,24,29,1,1,8,7.25,29.0,24.0
LH Ferguson,2019,IPL,102,185,2,5,30,10.88,92.5,51.0
LH Ferguson,2019,ODI,904,810,32,16,520,5.38,25.31,28.25
LH Ferguson,2019,T20I,138,165,10,6,65,7.17,16.5,13.8
LH Ferguson,2019,Test,66,47,0,1,47,4.27,47.0,66.0
LH Ferguson,2020,IPL,123,153,9,5,50,7.46,17.0,13.67
LH Ferguson,2020,ODI,54,61,2,1,22,6.78,30.5,27.0
LH Ferguson,2020,T20I,54,60,7,3,35,6.67,8.57,7.71
LH Ferguson,2021,IPL,182,226,14,8,76,7.45,16.14,13.0
LH Ferguson,2021,T20I,84,111,4,4,33,7.93,27.75,21.0
LH Ferguson,2022,IPL,287,433,16,13,116,9.05,27.06,17.94
LH Ferguson,2022,ODI,541,588,12,10,289,6.52,49.0,45.08
LH Ferguson,2022,T20I,275,354,18,13,126,7.72,19.67,15.28
LH Ferguson,2023,IPL,48,98,1,3,16,12.25,98.0,48.0
LH Ferguson,2023,ODI,770,768,19,16,416,5.98,40.42,40.53
LH Ferguson,2023,T20I,99,176,3,5,39,10.67,58.67,33.0
LH Ferguson,2024,IPL,147,260,10,7,43,10.61,26.0,14.7
LH Ferguson,2024,T20I,204,168,20,9,122,4.94,8.4,10.2
LH Ferguson,2025,IPL,68,107,6,4,28,9.44,17.83,11.33
LH Ferguson,2026,IPL,24,57,0,1,7,14.25,57.0,24.0
LH Ferguson,2026,T20I,168,232,10,9,79,8.29,23.2,16.8
LH Rodrigues,2024,T20I,210,203,12,9,122,5.8,16.92,17.5
LH Rodrigues,2025,T20I,77,84,5,4,39,6.55,16.8,15.4
LH Rodrigues,2026,T20I,86,67,7,4,54,4.67,9.57,12.29
LHB Harrington-Myers,2019,T20I,24,26,2,2,11,6.5,13.0,12.0
LHD Dilhara,2005,ODI,74,60,3,2,43,4.86,20.0,24.67
LHD Dilhara,2013,ODI,50,41,0,1,25,4.92,41.0,50.0
LI Haoye,2019,T20I,169,119,12,7,94,4.22,9.92,14.08
LI Meriwala,2021,IPL,19,32,1,1,6,10.11,32.0,19.0
LI Salomone,2022,T20I,6,15,0,1,2,15.0,15.0,6.0
LI Salomone,2025,T20I,96,113,5,4,49,7.06,22.6,19.2
LJ Burger,2003,ODI,331,300,6,6,170,5.44,50.0,55.17
LJ Hamilton,2005,ODI,51,67,0,1,25,7.88,67.0,51.0
LJ Harper,2003,Test,230,84,1,1,188,2.19,84.0,230.0
LJ Leokaoke,2024,T20I,54,55,2,3,21,6.11,27.5,27.0
LJ Myott,2023,T20I,231,261,18,11,90,6.78,14.5,12.83
LJ Myott,2024,T20I,96,85,8,4,45,5.31,10.62,12.0
LJ Myott,2025,T20I,120,114,6,6,57,5.7,19.0,20.0
LJ Payas,2024,T20I,86,89,5,5,41,6.21,17.8,17.2
LJ Payas,2025,T20I,18,13,1,2,10,4.33,13.0,18.0
LJ Poulton,2009,ODI,12,18,0,1,3,9.0,18.0,12.0
LJ Poulton,2009,Test,24,15,0,1,13,3.75,15.0,24.0
LJ Woodcock,2010,T20I,24,23,1,1,11,5.75,23.0,24.0
LJ Woodcock,2011,ODI,164,156,3,4,75,5.71,52.0,54.67
LJ Woodcock,2011,T20I,36,50,1,2,11,8.33,50.0,36.0
LJ Wright,2007,ODI,12,12,0,1,4,6.0,12.0,12.0
LJ Wright,2008,ODI,168,148,4,7,86,5.29,37.0,42.0
LJ Wright,2008,T20I,30,45,1,2,13,9.0,45.0,30.0
LJ Wright,2009,ODI,348,318,7,10,174,5.48,45.43,49.71
LJ Wright,2009,T20I,84,122,3,6,24,8.71,40.67,28.0
LJ Wright,2010,ODI,375,310,6,13,193,4.96,51.67,62.5
LJ Wright,2010,T20I,43,53,2,3,13,7.4,26.5,21.5
LJ Wright,2011,ODI,114,101,0,4,55,5.32,101.0,114.0
LJ Wright,2012,IPL,12,24,0,1,2,12.0,24.0,12.0
LJ Wright,2012,T20I,55,77,4,4,17,8.4,19.25,13.75
LJ Wright,2013,IPL,59,101,2,5,13,10.27,50.5,29.5
LJ Wright,2013,ODI,18,21,0,1,7,7.0,21.0,18.0
LJ Wright,2013,T20I,96,133,6,5,30,8.31,22.17,16.0
LJ Wright,2014,T20I,19,38,2,2,4,12.0,19.0,9.5
LK Bell,2022,ODI,254,242,7,5,147,5.72,34.57,36.29
LK Bell,2022,T20I,102,111,10,5,56,6.53,11.1,10.2
LK Bell,2022,Test,180,78,2,1,145,2.6,39.0,90.0
LK Bell,2023,ODI,156,195,7,3,79,7.5,27.86,22.29
LK Bell,2023,T20I,192,237,9,9,85,7.41,26.33,21.33
LK Bell,2023,Test,288,191,6,2,217,3.98,31.83,48.0
LK Bell,2024,ODI,357,295,16,8,230,4.96,18.44,22.31
LK Bell,2024,T20I,273,326,18,13,120,7.16,18.11,15.17
LK Bell,2024,Test,132,83,8,1,105,3.77,10.38,16.5
LK Bell,2025,ODI,701,649,15,15,415,5.55,43.27,46.73
LK Bell,2025,T20I,207,268,16,9,97,7.77,16.75,12.94
LK Bell,2025,Test,150,97,2,1,95,3.88,48.5,75.0
LK Bennett,2019,T20I,108,98,7,5,54,5.44,14.0,15.43
LK Ebsary,2009,Test,100,46,2,1,80,2.76,23.0,50.0
LK Hamilton,2026,ODI,78,69,1,2,48,5.31,69.0,78.0
LK Hamilton,2026,T20I,12,11,1,1,6,5.5,11.0,12.0
LK Hamilton,2026,Test,114,65,6,1,88,3.42,10.83,19.0
LK Newton,2003,Test,96,50,1,1,78,3.12,50.0,96.0
LK Newton,2006,Test,218,93,4,1,175,2.56,23.25,54.5
LK O'Reilly,2013,ODI,12,28,0,1,0,14.0,28.0,12.0
LK O'Reilly,2013,T20I,19,17,1,1,7,5.37,17.0,19.0
LK O'Reilly,2014,T20I,97,91,5,5,47,5.63,18.2,19.4
LK O'Reilly,2015,T20I,90,101,2,4,34,6.73,50.5,45.0
LK O'Reilly,2016,ODI,48,20,2,1,37,2.5,10.0,24.0
LK O'Reilly,2016,T20I,96,111,4,5,39,6.94,27.75,24.0
LK O'Reilly,2017,ODI,102,77,1,3,63,4.53,77.0,102.0
LK O'Reilly,2018,T20I,151,154,17,7,77,6.12,9.06,8.88
LK Sharma,2024,T20I,18,29,1,1,7,9.67,29.0,18.0
LKW Ezechiel,2024,T20I,55,115,1,3,12,12.55,115.0,55.0
LL Dimba,2024,T20I,150,134,7,7,85,5.36,19.14,21.43
LL Dimba,2025,T20I,174,132,7,9,89,4.55,18.86,24.86
LL Htun,2023,T20I,117,77,7,6,74,3.95,11.0,16.71
LL Htun,2024,T20I,247,208,17,15,128,5.05,12.24,14.53
LL Htun,2025,T20I,30,29,0,3,10,5.8,29.0,30.0
LL Tsotsobe,2009,ODI,144,118,6,3,98,4.92,19.67,24.0
LL Tsotsobe,2009,T20I,12,16,1,1,6,8.0,16.0,12.0
LL Tsotsobe,2010,ODI,551,434,17,11,328,4.73,25.53,32.41
LL Tsotsobe,2010,T20I,96,99,6,4,49,6.19,16.5,16.0
LL Tsotsobe,2010,Test,641,339,9,4,491,3.17,37.67,71.22
LL Tsotsobe,2011,ODI,402,301,18,9,264,4.49,16.72,22.33
LL Tsotsobe,2011,T20I,48,38,4,2,32,4.75,9.5,12.0
LL Tsotsobe,2011,Test,234,119,2,1,186,3.05,59.5,117.0
LL Tsotsobe,2012,ODI,577,478,21,12,350,4.97,22.76,27.48
LL Tsotsobe,2012,T20I,66,91,0,4,27,8.27,91.0,66.0
LL Tsotsobe,2013,ODI,1243,1029,40,24,765,4.97,25.72,31.08
LL Tsotsobe,2013,T20I,157,168,7,7,80,6.42,24.0,22.43
LL Tsotsobe,2014,T20I,90,147,2,5,27,9.8,73.5,45.0
LM Christensen,2023,T20I,6,10,0,1,2,10.0,10.0,6.0
LM Gabriel,2022,T20I,54,76,1,4,18,8.44,76.0,54.0
LM Gabriel,2024,T20I,18,26,0,2,7,8.67,26.0,18.0
LM Jongwe,2014,ODI,78,99,0,3,30,7.62,99.0,78.0
LM Jongwe,2015,ODI,439,395,10,9,253,5.4,39.5,43.9
LM Jongwe,2015,T20I,47,58,3,3,18,7.4,19.33,15.67
LM Jongwe,2016,T20I,40,81,3,2,12,12.15,27.0,13.33
LM Jongwe,2021,ODI,264,281,11,6,121,6.39,25.55,24.0
LM Jongwe,2021,T20I,305,407,29,14,109,8.01,14.03,10.52
LM Jongwe,2021,Test,102,68,1,1,69,4.0,68.0,102.0
LM Jongwe,2022,ODI,229,249,5,8,109,6.52,49.8,45.8
LM Jongwe,2022,T20I,237,327,14,16,61,8.28,23.36,16.93
LM Jongwe,2023,ODI,48,49,2,2,25,6.12,24.5,24.0
LM Jongwe,2023,T20I,130,180,6,8,38,8.31,30.0,21.67
LM Jongwe,2024,ODI,12,10,0,1,6,5.0,10.0,12.0
LM Jongwe,2024,T20I,180,286,10,9,50,9.53,28.6,18.0
LM Kasperek,2015,ODI,182,91,6,4,128,3.0,15.17,30.33
LM Kasperek,2016,T20I,111,91,10,5,53,4.92,9.1,11.1
LM Kasperek,2017,ODI,414,243,15,7,267,3.52,16.2,27.6
LM Kasperek,2017,T20I,60,73,3,3,19,7.3,24.33,20.0
LM Kasperek,2018,ODI,352,264,16,7,178,4.5,16.5,22.0
LM Kasperek,2018,T20I,312,367,28,15,123,7.06,13.11,11.14
LM Kasperek,2019,ODI,233,179,3,5,127,4.61,59.67,77.67
LM Kasperek,2019,T20I,60,82,5,3,16,8.2,16.4,12.0
LM Kasperek,2020,ODI,140,107,1,3,86,4.59,107.0,140.0
LM Kasperek,2020,T20I,137,137,7,6,50,6.0,19.57,19.57
LM Kasperek,2021,ODI,276,207,16,6,145,4.5,12.94,17.25
LM Kasperek,2021,T20I,144,174,12,6,56,7.25,14.5,12.0
LM Kasperek,2023,T20I,42,49,2,2,16,7.0,24.5,21.0
LM Kasperek,2024,T20I,76,95,4,4,24,7.5,23.75,19.0
LM Sims,2024,T20I,30,26,5,3,17,5.2,5.2,6.0
LMM Tahuhu,2012,ODI,60,48,4,1,38,4.8,12.0,15.0
LMM Tahuhu,2012,T20I,43,45,3,3,22,6.28,15.0,14.33
LMM Tahuhu,2013,ODI,72,56,1,2,46,4.67,56.0,72.0
LMM Tahuhu,2015,ODI,162,109,3,4,112,4.04,36.33,54.0
LMM Tahuhu,2016,ODI,403,259,13,8,279,3.86,19.92,31.0
LMM Tahuhu,2016,T20I,102,106,4,5,51,6.24,26.5,25.5
LMM Tahuhu,2017,ODI,557,464,15,11,333,5.0,30.93,37.13
LMM Tahuhu,2017,T20I,96,62,5,4,65,3.88,12.4,19.2
LMM Tahuhu,2018,ODI,208,188,8,5,124,5.42,23.5,26.0
LMM Tahuhu,2018,T20I,277,352,12,16,141,7.62,29.33,23.08
LMM Tahuhu,2019,ODI,288,206,5,6,184,4.29,41.2,57.6
LMM Tahuhu,2019,T20I,66,70,3,3,29,6.36,23.33,22.0
LMM Tahuhu,2020,ODI,52,67,0,2,27,7.73,67.0,52.0
LMM Tahuhu,2020,T20I,168,181,9,10,93,6.46,20.11,18.67
LMM Tahuhu,2021,ODI,334,291,12,7,186,5.23,24.25,27.83
LMM Tahuhu,2022,ODI,412,323,13,9,248,4.7,24.85,31.69
LMM Tahuhu,2022,T20I,204,206,12,11,120,6.06,17.17,17.0
LMM Tahuhu,2023,ODI,399,320,17,9,240,4.81,18.82,23.47
LMM Tahuhu,2023,T20I,175,195,15,9,89,6.69,13.0,11.67
LMM Tahuhu,2024,ODI,204,180,7,4,111,5.29,25.71,29.14
LMM Tahuhu,2024,T20I,264,363,15,16,100,8.25,24.2,17.6
LMM Tahuhu,2025,ODI,204,165,10,6,135,4.85,16.5,20.4
LMM Tahuhu,2025,T20I,30,59,2,2,11,11.8,29.5,15.0
LMM Tahuhu,2026,T20I,54,50,3,3,27,5.56,16.67,18.0
LMP Simmons,2006,ODI,8,9,0,1,4,6.75,9.0,8.0
LMP Simmons,2009,T20I,36,55,6,3,11,9.17,9.17,6.0
LMP Simmons,2009,Test,181,141,1,3,97,4.67,141.0,181.0
LMP Simmons,2011,ODI,84,73,1,5,33,5.21,73.0,84.0
LMP Simmons,2011,Test,12,8,0,1,8,4.0,8.0,12.0
LMP Simmons,2013,ODI,42,36,0,3,16,5.14,36.0,42.0
LMP Simmons,2014,IPL,18,34,1,1,2,11.33,34.0,18.0
LMP Simmons,2014,ODI,18,42,0,2,0,14.0,42.0,18.0
LMP Simmons,2015,ODI,6,12,0,1,0,12.0,12.0,6.0
LMP Simmons,2021,T20I,7,17,0,2,1,14.57,17.0,7.0
LN McCarthy,2013,ODI,120,68,1,2,82,3.4,68.0,120.0
LN McCarthy,2013,T20I,36,16,2,2,24,2.67,8.0,18.0
LN McCarthy,2014,T20I,138,148,5,6,63,6.43,29.6,27.6
LN McCarthy,2015,T20I,18,19,1,1,5,6.33,19.0,18.0
LN McCarthy,2016,ODI,60,33,1,1,43,3.3,33.0,60.0
LN McCarthy,2017,ODI,91,66,1,2,61,4.35,66.0,91.0
LN Oluoch,2013,T20I,12,30,0,1,4,15.0,30.0,12.0
LN Oluoch,2019,T20I,150,168,10,8,73,6.72,16.8,15.0
LN Oluoch,2022,T20I,193,177,17,11,115,5.5,10.41,11.35
LN Oluoch,2023,T20I,243,281,12,13,119,6.94,23.42,20.25
LN Oluoch,2024,T20I,299,388,19,16,146,7.79,20.42,15.74
LN Oluoch,2025,T20I,103,179,6,7,31,10.43,29.83,17.17
LN Onyango,2007,ODI,191,163,7,7,119,5.12,23.29,27.29
LN Onyango,2007,T20I,54,101,2,3,16,11.22,50.5,27.0
LN Onyango,2010,T20I,6,10,1,1,1,10.0,10.0,6.0
LN Onyango,2014,ODI,61,51,2,1,33,5.02,25.5,30.5
LN Rajbanshi,2018,T20I,18,25,0,1,5,8.33,25.0,18.0
LN Rajbanshi,2019,ODI,42,33,0,1,20,4.71,33.0,42.0
LN Rajbanshi,2019,T20I,213,207,13,11,103,5.83,15.92,16.38
LN Rajbanshi,2022,ODI,312,195,11,6,189,3.75,17.73,28.36
LN Rajbanshi,2023,ODI,571,353,18,12,366,3.71,19.61,31.72
LN Rajbanshi,2023,T20I,42,51,2,2,24,7.29,25.5,21.0
LN Rajbanshi,2024,ODI,456,312,13,9,291,4.11,24.0,35.08
LN Rajbanshi,2024,T20I,201,216,9,9,70,6.45,24.0,22.33
LN Rajbanshi,2025,ODI,387,288,6,7,214,4.47,48.0,64.5
LN Rajbanshi,2025,T20I,264,299,16,14,127,6.8,18.69,16.5
LN Rajbanshi,2026,ODI,114,100,2,3,67,5.26,50.0,57.0
LN Rajbanshi,2026,T20I,6,20,0,1,1,20.0,20.0,6.0
LN Roche,2018,ODI,138,157,2,3,53,6.83,78.5,69.0
LO Telea,2019,T20I,42,15,5,2,34,2.14,3.0,8.4
LOB Cann,2007,ODI,71,92,1,2,17,7.77,92.0,71.0
LP Kasturiarachchige,2021,T20I,60,81,3,3,23,8.1,27.0,20.0
LP van Troost,2003,ODI,18,22,0,2,7,7.33,22.0,18.0
LP van Troost,2007,ODI,24,60,1,1,8,15.0,60.0,24.0
LPC Silva,2006,T20I,6,4,1,1,2,4.0,4.0,6.0
LPC Silva,2007,T20I,12,12,0,1,5,6.0,12.0,12.0
LPC Silva,2007,Test,91,60,1,2,60,3.96,60.0,91.0
LPC Silva,2008,IPL,6,21,0,1,0,21.0,21.0,6.0
LPC Silva,2008,ODI,24,21,1,1,12,5.25,21.0,24.0
LPC Silva,2008,Test,12,5,0,1,8,2.5,5.0,12.0
LPC Silva,2011,ODI,18,13,0,1,8,4.33,13.0,18.0
LR Doolan,2010,T20I,66,66,5,3,21,6.0,13.2,13.2
LR Doolan,2012,ODI,78,76,0,2,41,5.85,76.0,78.0
LR Doolan,2012,T20I,60,60,3,3,23,6.0,20.0,20.0
LR Doolan,2013,ODI,96,75,5,2,54,4.69,15.0,19.2
LR Gaonkar,2023,T20I,24,22,1,1,14,5.5,22.0,24.0
LR Gaonkar,2025,T20I,12,22,0,1,1,11.0,22.0,12.0
LR Johnson,2014,Test,24,9,0,1,17,2.25,9.0,24.0
LR Morris,2024,ODI,124,98,5,3,74,4.74,19.6,24.8
LR Shukla,2008,IPL,74,126,6,9,20,10.22,21.0,12.33
LR Shukla,2009,IPL,84,102,5,5,40,7.29,20.4,16.8
LR Shukla,2010,IPL,72,108,3,4,21,9.0,36.0,24.0
LR Shukla,2012,IPL,12,12,1,2,5,6.0,12.0,12.0
LR Shukla,2013,IPL,18,22,1,2,7,7.33,22.0,18.0
LR Shukla,2014,IPL,56,88,1,5,24,9.43,88.0,56.0
LRPL Taylor,2007,ODI,18,18,0,2,6,6.0,18.0,18.0
LRPL Taylor,2007,Test,20,10,0,1,11,3.0,10.0,20.0
LRPL Taylor,2008,ODI,12,14,0,1,5,7.0,14.0,12.0
LRPL Taylor,2009,IPL,6,13,0,1,0,13.0,13.0,6.0
LRPL Taylor,2009,Test,12,4,0,1,11,2.0,4.0,12.0
LRPL Taylor,2010,ODI,12,3,0,1,9,1.5,3.0,12.0
LRPL Taylor,2010,Test,58,29,2,3,42,3.0,14.5,29.0
LRPL Taylor,2011,IPL,6,11,0,1,0,11.0,11.0,6.0
LRPL Taylor,2013,Test,6,5,0,1,2,5.0,5.0,6.0
LRPL Taylor,2022,Test,3,0,1,1,3,0.0,0.0,3.0
LS Baker,2008,ODI,114,84,4,2,57,4.42,21.0,28.5
LS Baker,2008,T20I,37,46,1,2,19,7.46,46.0,37.0
LS Baker,2009,ODI,157,141,3,4,99,5.39,47.0,52.33
LS Baker,2009,T20I,12,12,1,1,4,6.0,12.0,12.0
LS Baker,2009,Test,511,326,6,3,361,3.83,54.33,85.17
LS Barkania,2024,T20I,60,33,7,4,38,3.3,4.71,8.57
LS Barkania,2025,T20I,204,207,9,10,96,6.09,23.0,22.67
LS Barkania,2026,T20I,84,43,8,4,60,3.07,5.38,10.5
LS Livingstone,2019,IPL,6,13,0,1,3,13.0,13.0,6.0
LS Livingstone,2020,PSL,6,10,0,1,1,10.0,10.0,6.0
LS Livingstone,2021,ODI,18,20,1,1,10,6.67,20.0,18.0
LS Livingstone,2021,T20I,150,165,9,9,55,6.6,18.33,16.67
LS Livingstone,2022,IPL,138,202,6,12,38,8.78,33.67,23.0
LS Livingstone,2022,ODI,132,127,5,6,53,5.77,25.4,26.4
LS Livingstone,2022,PSL,78,113,2,4,23,8.69,56.5,39.0
LS Livingstone,2022,T20I,151,252,8,11,46,10.01,31.5,18.88
