bowler,format,matches,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate
M Kornet,ODI,2,121,85,2,76,10,1,20.2,4.21,42.5,62.81,60.5
M Kulfiwala,T20I,1,5,1,2,4,0,0,0.8,1.2,0.5,80.0,2.5
C Nanda,IPL,3,48,58,2,14,2,0,8.0,7.25,29.0,29.17,24.0
Tuba Hassan,ODI,4,204,195,2,106,3,0,34.0,5.74,97.5,51.96,102.0
KM Leng,Test,1,121,35,2,105,2,0,20.2,1.74,17.5,86.78,60.5
KMA Aziz,T20I,5,66,121,2,24,10,0,11.0,11.0,60.5,36.36,33.0
RW Staple,ODI,1,60,78,2,23,1,0,10.0,7.8,39.0,38.33,30.0
Ilyas Cetin,T20I,3,23,66,2,5,4,2,3.8,17.22,33.0,21.74,11.5
Imran Farhat,ODI,3,51,44,2,25,0,0,8.5,5.18,22.0,49.02,25.5
Imran Farhat,Test,9,326,221,2,194,0,0,54.3,4.07,110.5,59.51,163.0
D Doyle-Calle,T20I,3,18,20,2,12,7,0,3.0,6.67,10.0,66.67,9.0
D Dzimau,T20I,2,40,33,2,24,4,1,6.7,4.95,16.5,60.0,20.0
D Elgar,ODI,4,97,74,2,48,1,1,16.2,4.58,37.0,49.48,48.5
D Ferreira,ODI,3,138,115,2,75,2,0,23.0,5.0,57.5,54.35,69.0
Tareq Aziz,ODI,1,50,35,2,34,3,2,8.3,4.2,17.5,68.0,25.0
Tarun Yadav,T20I,3,23,22,2,14,0,0,3.8,5.74,11.0,60.87,11.5
NT Nyamhuri,Test,2,197,147,2,129,1,2,32.8,4.48,73.5,65.48,98.5
EH Hutchinson,T20I,3,48,36,2,29,2,0,8.0,4.5,18.0,60.42,24.0
EHSN Silva,T20I,2,42,59,2,16,0,0,7.0,8.43,29.5,38.1,21.0
RSK Samson,T20I,1,12,14,2,6,0,0,2.0,7.0,7.0,50.0,6.0
RT Lyons,T20I,1,24,28,2,8,0,0,4.0,7.0,14.0,33.33,12.0
Iftikhar Anjum,T20I,2,48,69,2,13,0,0,8.0,8.62,34.5,27.08,24.0
D Ferreira,T20I,7,106,154,2,32,6,0,17.7,8.72,77.0,30.19,53.0
RTM Mendis,T20I,3,42,48,2,14,4,0,7.0,6.86,24.0,33.33,21.0
RV Viraj,T20I,3,30,64,2,7,1,0,5.0,12.8,32.0,23.33,15.0
NR Kumar,ODI,2,66,67,2,32,1,0,11.0,6.09,33.5,48.48,33.0
NR Sciver-Brunt,Test,4,286,134,2,215,1,0,47.7,2.81,67.0,75.17,143.0
C Munro,PSL,4,42,72,2,11,1,0,7.0,10.29,36.0,26.19,21.0
Mariam Waseem,T20I,1,19,29,2,5,6,7,3.2,9.16,14.5,26.32,9.5
Tanveer Ahmed,T20I,4,57,90,2,20,2,0,9.5,9.47,45.0,35.09,28.5
Tanvir Ahmed (1),T20I,1,19,13,2,14,2,1,3.2,4.11,6.5,73.68,9.5
A Bhattarai,T20I,1,18,13,2,10,1,0,3.0,4.33,6.5,55.56,9.0
MKGCP Lakshitha,ODI,2,72,67,2,32,0,0,12.0,5.58,33.5,44.44,36.0
ML Green,T20I,4,42,39,2,15,1,0,7.0,5.57,19.5,35.71,21.0
MLG Silva,T20I,1,11,1,2,11,1,0,1.8,0.55,0.5,100.0,5.5
HJ Darlington,ODI,2,72,68,2,32,3,0,12.0,5.67,34.0,44.44,36.0
P Dubey,IPL,5,78,112,2,24,1,0,13.0,8.62,56.0,30.77,39.0
Zaheer Maqsood,ODI,1,60,58,2,28,0,0,10.0,5.8,29.0,46.67,30.0
Zahid Abbas,T20I,2,30,32,2,9,0,0,5.0,6.4,16.0,30.0,15.0
Zhang Xiangxue,T20I,4,48,46,2,27,7,0,8.0,5.75,23.0,56.25,24.0
MK Lomror,IPL,11,90,127,2,22,4,0,15.0,8.47,63.5,24.44,45.0
A Athanaze,Test,4,156,80,1,98,0,0,26.0,3.08,80.0,62.82,156.0
D Salunkhe,IPL,5,48,80,1,15,3,1,8.0,10.0,80.0,31.25,48.0
Zeshan Arif,T20I,2,18,39,1,2,0,0,3.0,13.0,39.0,11.11,18.0
Zeeshan Zameer,PSL,3,27,47,1,8,4,0,4.5,10.44,47.0,29.63,27.0
Zeeshan Abbas,T20I,2,30,45,1,5,2,0,5.0,9.0,45.0,16.67,30.0
Zahid Khan,T20I,6,72,98,1,32,3,0,12.0,8.17,98.0,44.44,72.0
A Chilia,T20I,3,60,53,1,31,5,0,10.0,5.3,53.0,51.67,60.0
A Charles,T20I,1,8,13,1,3,8,2,1.3,9.75,13.0,37.5,8.0
Zaheer Maqsood,T20I,3,54,80,1,9,0,0,9.0,8.89,80.0,16.67,54.0
LR Gaonkar,T20I,2,36,44,1,15,0,0,6.0,7.33,44.0,41.67,36.0
LPC Silva,Test,3,103,65,1,68,0,1,17.2,3.79,65.0,66.02,103.0
LPC Silva,T20I,2,18,16,1,7,0,0,3.0,5.33,16.0,38.89,18.0
JL Denly,ODI,4,102,101,1,41,2,0,17.0,5.94,101.0,40.2,102.0
Saif Badar,PSL,1,12,15,1,5,1,0,2.0,7.5,15.0,41.67,12.0
Saif Hassan,ODI,3,48,37,1,24,1,0,8.0,4.62,37.0,50.0,48.0
Saif Hassan,Test,2,36,27,1,15,0,0,6.0,4.5,27.0,41.67,36.0
G Newton,T20I,3,51,57,1,21,2,0,8.5,6.71,57.0,41.18,51.0
P Gopalkrishnan,T20I,1,6,6,1,4,0,0,1.0,6.0,6.0,66.67,6.0
P Hatzoglou,PSL,1,24,36,1,11,2,0,4.0,9.0,36.0,45.83,24.0
P Hingorani,T20I,3,27,40,1,6,2,0,4.5,8.89,40.0,22.22,27.0
P Jayeshbhai Patel,T20I,2,48,49,1,23,3,0,8.0,6.12,49.0,47.92,48.0
Bilal Aftab,T20I,1,12,14,1,6,0,0,2.0,7.0,14.0,50.0,12.0
A Ahmadhel,T20I,2,10,21,1,4,2,0,1.7,12.6,21.0,40.0,10.0
Zwe Htet Paing,T20I,2,12,30,1,1,0,0,2.0,15.0,30.0,8.33,12.0
LOB Cann,ODI,2,71,92,1,17,8,0,11.8,7.77,92.0,23.94,71.0
LP van Troost,ODI,3,42,82,1,15,1,0,7.0,11.71,82.0,35.71,42.0
LPC Silva,ODI,2,42,34,1,20,2,0,7.0,4.86,34.0,47.62,42.0
CL White,IPL,6,42,86,1,8,4,0,7.0,12.29,86.0,19.05,42.0
Muhammad Fahad,T20I,4,72,98,1,27,0,0,12.0,8.17,98.0,37.5,72.0
C Namugenyi,T20I,4,60,56,1,35,5,0,10.0,5.6,56.0,58.33,60.0
Tripti Gore,T20I,3,34,63,1,9,9,6,5.7,11.12,63.0,26.47,34.0
KK Tillett,T20I,2,14,50,1,3,1,0,2.3,21.43,50.0,21.43,14.0
KL Britt,Test,1,84,40,1,62,2,0,14.0,2.86,40.0,73.81,84.0
KL Pulford,T20I,1,24,17,1,9,0,0,4.0,4.25,17.0,37.5,24.0
KL Rolton,Test,2,120,58,1,98,0,0,20.0,2.9,58.0,81.67,120.0
Rabia Iqbal,T20I,1,13,17,1,4,1,1,2.2,7.85,17.0,30.77,13.0
D Ferreira,IPL,1,6,14,1,1,0,0,1.0,14.0,14.0,16.67,6.0
AAM Eliane,T20I,3,54,78,1,17,9,0,9.0,8.67,78.0,31.48,54.0
Tanzim Hasan Sakib,Test,1,63,49,1,45,1,3,10.5,4.67,49.0,71.43,63.0
NT Paranavitana,Test,6,102,86,1,61,0,0,17.0,5.06,86.0,59.8,102.0
RS Glen,T20I,5,48,69,1,13,1,0,8.0,8.62,69.0,27.08,48.0
KMC Bandara,ODI,1,60,84,1,21,1,0,10.0,8.4,84.0,35.0,60.0
RS Williams,T20I,1,12,18,1,3,1,0,2.0,9.0,18.0,25.0,12.0
RT Lyons,ODI,1,60,41,1,31,2,0,10.0,4.1,41.0,51.67,60.0
Iftikhar Ahmed,Test,4,206,161,1,120,0,0,34.3,4.69,161.0,58.25,206.0
Rahel Khan,T20I,2,24,30,1,8,0,0,4.0,7.5,30.0,33.33,24.0
Rahima Yahaya,T20I,1,12,12,1,5,4,0,2.0,6.0,12.0,41.67,12.0
Rahimgul Naseri,T20I,4,66,94,1,25,0,0,11.0,8.55,94.0,37.88,66.0
Rahman Ademi,T20I,4,60,82,1,25,4,0,10.0,8.2,82.0,41.67,60.0
Raihan Hossain,T20I,3,50,67,1,16,3,2,8.3,8.04,67.0,32.0,50.0
Rajin Saleh,Test,6,201,137,1,120,0,3,33.5,4.09,137.0,59.7,201.0
Ramandeep Singh,T20I,1,20,42,1,4,3,0,3.3,12.6,42.0,20.0,20.0
C Mutasa,T20I,6,74,105,1,32,5,2,12.3,8.51,105.0,43.24,74.0
Ihsanullah Wafa,T20I,2,12,16,1,4,0,0,2.0,8.0,16.0,33.33,12.0
GR Napier,IPL,1,24,28,1,9,0,0,4.0,7.0,28.0,37.5,24.0
Tenjin Rabgey,T20I,3,30,26,1,18,3,0,5.0,5.2,26.0,60.0,30.0
Tharika Sewwandi,T20I,3,43,32,1,30,5,1,7.2,4.47,32.0,69.77,43.0
RS Gavaskar,ODI,2,72,74,1,21,1,0,12.0,6.17,74.0,29.17,72.0
RS Ghosh,IPL,1,18,24,1,6,0,0,3.0,8.0,24.0,33.33,18.0
M Kaswan,T20I,1,20,12,1,10,0,2,3.3,3.6,12.0,50.0,20.0
M Kojo,T20I,2,30,44,1,14,7,0,5.0,8.8,44.0,46.67,30.0
Iram Javed,T20I,6,44,55,1,17,6,1,7.3,7.5,55.0,38.64,44.0
TS Roland-Jones,ODI,1,42,34,1,28,0,0,7.0,4.86,34.0,66.67,42.0
Raqibul Hasan,Test,3,36,15,1,22,0,0,6.0,2.5,15.0,61.11,36.0
Assad Mehmood,T20I,2,42,29,1,21,1,0,7.0,4.14,29.0,50.0,42.0
Attia Diwan Ali,T20I,3,63,83,1,22,16,3,10.5,7.9,83.0,34.92,63.0
EM Sampson,ODI,1,48,29,1,31,0,0,8.0,3.62,29.0,64.58,48.0
EP Thompson,T20I,1,18,20,1,10,1,0,3.0,6.67,20.0,55.56,18.0
AB Mengoumou,T20I,2,31,70,1,7,2,1,5.2,13.55,70.0,22.58,31.0
TT Samaraweera,ODI,3,30,33,1,12,0,0,5.0,6.6,33.0,40.0,30.0
TT Samaraweera,Test,5,66,29,1,49,0,0,11.0,2.64,29.0,74.24,66.0
Tabish Khan,Test,1,156,73,1,129,0,0,26.0,2.81,73.0,82.69,156.0
Tafseer Ali,T20I,3,24,37,1,5,0,0,4.0,9.25,37.0,20.83,24.0
Taijul Islam,T20I,1,18,26,1,9,2,0,3.0,8.67,26.0,50.0,18.0
Raghav Dhawan,T20I,1,12,26,1,4,2,0,2.0,13.0,26.0,33.33,12.0
Raghu Sharma,IPL,2,48,60,1,12,0,0,8.0,7.5,60.0,25.0,48.0
Rahat Kazi,T20I,5,56,101,1,18,12,2,9.3,10.82,101.0,32.14,56.0
AA Kazi,IPL,1,12,21,1,2,1,0,2.0,10.5,21.0,16.67,12.0
AA Noffke,IPL,1,24,41,1,7,1,0,4.0,10.25,41.0,29.17,24.0
NM Lyon,T20I,2,31,48,1,13,2,1,5.2,9.29,48.0,41.94,31.0
C Piparo,T20I,1,7,9,1,2,0,1,1.2,7.71,9.0,28.57,7.0
C Prathyusha,ODI,1,54,60,1,21,2,0,9.0,6.67,60.0,38.89,54.0
D Bhaskara,T20I,4,52,76,1,20,4,2,8.7,8.77,76.0,38.46,52.0
TP Kanwar,T20I,4,96,78,1,50,3,0,16.0,4.88,78.0,52.08,96.0
TP Sudhindra,IPL,3,71,137,1,19,3,1,11.8,11.58,137.0,26.76,71.0
U Bhatti,T20I,2,30,40,1,9,1,0,5.0,8.0,40.0,30.0,30.0
MG Kariata,ODI,1,30,31,1,16,1,0,5.0,6.2,31.0,53.33,30.0
RR Hendricks,ODI,3,42,47,1,13,0,0,7.0,6.71,47.0,30.95,42.0
RR Rossouw,ODI,3,45,44,1,15,1,0,7.5,5.87,44.0,33.33,45.0
Mansoor Amjad,ODI,1,48,45,1,19,0,0,8.0,5.62,45.0,39.58,48.0
D Devnarain,ODI,5,93,91,1,51,4,3,15.5,5.87,91.0,54.84,93.0
D Dlamini,T20I,3,58,74,1,19,4,4,9.7,7.66,74.0,32.76,58.0
Iram Javed,ODI,3,30,41,1,14,4,0,5.0,8.2,41.0,46.67,30.0
Razmal Shigiwal,T20I,1,18,22,1,7,0,0,3.0,7.33,22.0,38.89,18.0
Reon King,ODI,1,60,61,1,25,3,0,10.0,6.1,61.0,41.67,60.0
Reon King,Test,1,186,80,1,133,0,6,31.0,2.58,80.0,71.51,186.0
Raunaq Kapur,T20I,1,12,24,1,2,0,0,2.0,12.0,24.0,16.67,12.0
Ravi Bishnoi,ODI,1,49,73,1,21,4,1,8.2,8.94,73.0,42.86,49.0
Ibrahim Kursad Dalyan,T20I,3,49,67,1,20,2,1,8.2,8.2,67.0,40.82,49.0
Ibrahim Rahimi,T20I,4,18,40,1,8,6,0,3.0,13.33,40.0,44.44,18.0
UKPW Kumaranayaka,T20I,3,60,72,1,25,2,0,10.0,7.2,72.0,41.67,60.0
KP Pietersen,T20I,3,30,55,1,10,0,0,5.0,11.0,55.0,33.33,30.0
KP Walmsley,ODI,1,60,64,1,27,1,0,10.0,6.4,64.0,45.0,60.0
RR Beaton,ODI,2,102,102,1,47,5,0,17.0,6.0,102.0,46.08,102.0
Azhar Mahmood,PSL,2,42,62,1,15,1,0,7.0,8.86,62.0,35.71,42.0
B Akhilesh Reddy,T20I,4,96,85,1,50,1,0,16.0,5.31,85.0,52.08,96.0
KN Mirchandani,T20I,3,53,56,1,20,5,0,8.8,6.34,56.0,37.74,53.0
AA Donald,ODI,3,150,134,1,91,5,1,25.0,5.36,134.0,60.67,150.0
AA Jhunjhunwala,IPL,10,85,130,1,28,3,0,14.2,9.18,130.0,32.94,85.0
GM Ewing,Test,2,336,216,1,231,0,1,56.0,3.86,216.0,68.75,336.0
TP Allen,T20I,2,18,28,1,9,0,0,3.0,9.33,28.0,50.0,18.0
Maryyam Ashraf,T20I,1,24,19,1,11,1,0,4.0,4.75,19.0,45.83,24.0
Mashrafe Mortaza,IPL,1,26,59,1,7,2,2,4.3,13.62,59.0,26.92,26.0
Ugyen Dorji,T20I,3,42,58,1,19,9,0,7.0,8.29,58.0,45.24,42.0
Umair Sharif,T20I,3,42,68,1,19,5,0,7.0,9.71,68.0,45.24,42.0
KS Gautam,T20I,3,48,87,1,15,4,0,8.0,10.88,87.0,31.25,48.0
KS Kasse,T20I,1,10,10,1,7,1,0,1.7,6.0,10.0,70.0,10.0
RN ten Doeschate,PSL,1,10,10,1,3,0,0,1.7,6.0,10.0,30.0,10.0
IR Bell,Test,5,102,67,1,70,0,5,17.0,3.94,67.0,68.63,102.0
GS Sandhu,IPL,2,48,86,1,10,0,0,8.0,10.75,86.0,20.83,48.0
Matilda Fred,T20I,1,12,10,1,9,5,0,2.0,5.0,10.0,75.0,12.0
Matiullah Khan,ODI,1,30,38,1,13,1,0,5.0,7.6,38.0,43.33,30.0
NM Sheikh,ODI,2,60,26,1,42,1,0,10.0,2.6,26.0,70.0,60.0
NO Miller,Test,1,132,67,1,92,0,0,22.0,3.05,67.0,69.7,132.0
Raza-ur-Rehman,ODI,4,111,114,1,55,2,1,18.5,6.16,114.0,49.55,111.0
KHRK Fernando,ODI,2,67,41,1,41,1,1,11.2,3.67,41.0,61.19,67.0
Ebrahim Naseri,T20I,1,6,11,1,3,0,0,1.0,11.0,11.0,50.0,6.0
AC Voges,IPL,7,54,76,1,15,2,0,9.0,8.44,76.0,27.78,54.0
TM Head,T20I,4,36,56,1,7,1,0,6.0,9.33,56.0,19.44,36.0
TO Thilappan,T20I,3,54,86,1,11,3,0,9.0,9.56,86.0,20.37,54.0
GW Aldridge,ODI,2,114,100,1,62,3,0,19.0,5.26,100.0,54.39,114.0
GW Aldridge,T20I,1,24,45,1,7,0,0,4.0,11.25,45.0,29.17,24.0
RM West,ODI,2,108,64,1,71,5,0,18.0,3.56,64.0,65.74,108.0
EGS Kana,T20I,1,11,12,1,5,0,0,1.8,6.55,12.0,45.45,11.0
KR Mayers,PSL,2,18,32,1,6,1,0,3.0,10.67,32.0,33.33,18.0
M Kapp,Test,2,194,63,1,162,2,2,32.3,1.95,63.0,83.51,194.0
Mansi Parmar,T20I,2,29,35,1,10,5,1,4.8,7.24,35.0,34.48,29.0
KJ Abbott,PSL,1,18,25,1,8,1,0,3.0,8.33,25.0,44.44,18.0
KJ Coetzer,ODI,5,168,132,1,84,1,0,28.0,4.71,132.0,50.0,168.0
KJ Harding,ODI,1,62,88,1,24,7,2,10.3,8.52,88.0,38.71,62.0
Rinitha Rajith,T20I,1,12,7,1,11,3,0,2.0,3.5,7.0,91.67,12.0
KDK Vithanage,Test,4,177,137,1,103,1,3,29.5,4.64,137.0,58.19,177.0
KE Broadmore,ODI,2,72,61,1,39,2,0,12.0,5.08,61.0,54.17,72.0
Guillermo Aburto,T20I,2,25,28,1,14,3,1,4.2,6.72,28.0,56.0,25.0
IH Romaine,ODI,4,64,75,1,24,0,1,10.7,7.03,75.0,37.5,64.0
RL Bhudia,ODI,1,48,23,1,37,0,0,8.0,2.88,23.0,77.08,48.0
RL Blake,T20I,4,47,67,1,22,7,1,7.8,8.55,67.0,46.81,47.0
RLB Rambukwella,T20I,2,39,46,1,12,0,0,6.5,7.08,46.0,30.77,39.0
Usman Qadir,ODI,1,54,48,1,24,0,0,9.0,5.33,48.0,44.44,54.0
Usman Rafiq,T20I,1,12,24,1,3,0,0,2.0,12.0,24.0,25.0,12.0
Usman Shinwari,Test,1,90,56,1,65,0,0,15.0,3.73,56.0,72.22,90.0
AC Gilchrist,IPL,1,1,0,1,1,0,0,0.2,0.0,0.0,100.0,1.0
Irshad Mubbashar,T20I,2,12,22,1,3,0,0,2.0,11.0,22.0,25.0,12.0
Robiul Khan,T20I,1,18,26,1,8,2,0,3.0,8.67,26.0,44.44,18.0
Ashar Zaidi,PSL,2,48,59,1,10,0,0,8.0,7.38,59.0,20.83,48.0
Ashir Qureshi,PSL,2,42,62,1,13,0,0,7.0,8.86,62.0,30.95,42.0
KH Abe,T20I,1,6,8,1,3,0,0,1.0,8.0,8.0,50.0,6.0
KE Pike,Test,1,138,39,1,119,0,0,23.0,1.7,39.0,86.23,138.0
M Leporoporo,T20I,1,6,8,1,2,0,0,1.0,8.0,8.0,33.33,6.0
M Mabvuka,T20I,1,13,21,1,5,4,1,2.2,9.69,21.0,38.46,13.0
M Malle,T20I,2,24,35,1,13,5,0,4.0,8.75,35.0,54.17,24.0
M Matobole,T20I,1,13,21,1,6,4,1,2.2,9.69,21.0,46.15,13.0
Ashmal Hashmi,T20I,4,74,113,1,26,18,2,12.3,9.16,113.0,35.14,74.0
A Sathyan,T20I,1,12,16,1,6,4,0,2.0,8.0,16.0,50.0,12.0
A Sharma,Test,1,144,63,1,114,1,0,24.0,2.62,63.0,79.17,144.0
Naiem Bameri,T20I,1,18,14,1,11,0,0,3.0,4.67,14.0,61.11,18.0
Najeeb Amar,T20I,1,18,30,1,5,0,0,3.0,10.0,30.0,27.78,18.0
Najwa Akram,T20I,2,31,59,1,9,7,1,5.2,11.42,59.0,29.03,31.0
RK Singh,ODI,1,6,2,1,4,0,0,1.0,2.0,2.0,66.67,6.0
Roopa Nagraj,T20I,2,30,26,1,19,3,0,5.0,5.2,26.0,63.33,30.0
S Aravind,T20I,1,22,44,1,4,0,0,3.7,12.0,44.0,18.18,22.0
Emmanuella Nyaaba,T20I,1,25,26,1,7,4,1,4.2,6.24,26.0,28.0,25.0
KDC Clarke,T20I,1,24,40,1,8,0,0,4.0,10.0,40.0,33.33,24.0
V Pulibanti,T20I,1,12,15,1,5,2,0,2.0,7.5,15.0,41.67,12.0
J Blades,ODI,3,124,176,1,48,9,4,20.7,8.52,176.0,38.71,124.0
NM Carter,ODI,1,60,56,1,36,1,0,10.0,5.6,56.0,60.0,60.0
S Basharat,T20I,2,25,22,1,12,3,1,4.2,5.28,22.0,48.0,25.0
S Biko,T20I,2,36,33,1,14,0,0,6.0,5.5,33.0,38.89,36.0
S Campbell,ODI,1,54,41,1,38,3,0,9.0,4.56,41.0,70.37,54.0
S Chanderpaul,Test,4,168,108,1,107,2,0,28.0,3.86,108.0,63.69,168.0
J Campbell,T20I,1,12,7,1,7,0,0,2.0,3.5,7.0,58.33,12.0
J Campbell,Test,1,84,47,1,51,1,0,14.0,3.36,47.0,60.71,84.0
J Chialoufas,T20I,2,24,28,1,11,0,0,4.0,7.0,28.0,45.83,24.0
J Dickinson,T20I,1,24,23,1,6,0,0,4.0,5.75,23.0,25.0,24.0
D Birrell,ODI,1,61,54,1,37,5,1,10.2,5.31,54.0,60.66,61.0
D Bourne,T20I,2,30,37,1,16,6,0,5.0,7.4,37.0,53.33,30.0
D Brevis,IPL,1,3,8,1,1,0,0,0.5,16.0,8.0,33.33,3.0
D Brevis,Test,1,26,22,1,18,0,0,4.3,5.08,22.0,69.23,26.0
D Busingye,T20I,1,18,19,1,5,2,0,3.0,6.33,19.0,27.78,18.0
TF van Woerkom,ODI,2,48,75,1,11,0,0,8.0,9.38,75.0,22.92,48.0
TH David,ODI,1,12,20,1,6,0,0,2.0,10.0,20.0,50.0,12.0
TH David,PSL,4,30,50,1,7,2,0,5.0,10.0,50.0,23.33,30.0
TJ Friend,ODI,4,52,69,1,21,5,1,8.7,7.96,69.0,40.38,52.0
TJ Mahe,T20I,3,48,77,1,16,8,6,8.0,9.62,77.0,33.33,48.0
TJ Ramphoma,T20I,1,4,0,1,4,0,0,0.7,0.0,0.0,100.0,4.0
EA Burns,T20I,3,48,38,1,27,1,0,8.0,4.75,38.0,56.25,48.0
KV Sharma,T20I,1,24,29,1,10,0,0,4.0,7.25,29.0,41.67,24.0
Kamran Ghulam,ODI,2,24,16,1,12,0,0,4.0,4.0,16.0,50.0,24.0
B Karki,T20I,1,24,11,1,18,0,0,4.0,2.75,11.0,75.0,24.0
RJ Ranpura,T20I,1,12,15,1,6,0,0,2.0,7.5,15.0,50.0,12.0
C Karunaratne,Test,1,164,148,1,101,0,8,27.3,5.41,148.0,61.59,164.0
C Kauripeke,T20I,1,18,0,1,18,0,0,3.0,0.0,0.0,100.0,18.0
Maham Tariq,T20I,3,48,76,1,18,3,0,8.0,9.5,76.0,37.5,48.0
V Jayant,T20I,4,49,78,1,13,2,2,8.2,9.55,78.0,26.53,49.0
V Kohli,Test,11,176,85,1,129,0,1,29.3,2.9,85.0,73.3,176.0
Miriam Ehsun,T20I,1,18,23,1,9,5,0,3.0,7.67,23.0,50.0,18.0
GI Maiden,T20I,1,12,14,1,7,0,0,2.0,7.0,14.0,58.33,12.0
AEMP Durayalage,T20I,1,24,28,1,13,7,0,4.0,7.0,28.0,54.17,24.0
NKF Rada Rani,T20I,3,67,52,1,33,2,1,11.2,4.66,52.0,49.25,67.0
NL McCullum,PSL,1,18,26,1,8,0,0,3.0,8.67,26.0,44.44,18.0
C Sakariya,T20I,1,22,35,1,8,1,0,3.7,9.55,35.0,36.36,22.0
C Sewsunker,T20I,4,79,166,1,24,29,1,13.2,12.61,166.0,30.38,79.0
S Dhaniram,T20I,2,36,32,1,11,0,0,6.0,5.33,32.0,30.56,36.0
S Dube,ODI,4,107,109,1,50,3,0,17.8,6.11,109.0,46.73,107.0
IA Nicolson,ODI,1,44,74,1,17,0,2,7.3,10.09,74.0,38.64,44.0
IC Porel,IPL,1,24,42,1,10,2,0,4.0,10.5,42.0,41.67,24.0
B Maphosa,T20I,6,84,118,1,37,8,3,14.0,8.43,118.0,44.05,84.0
E Walker,T20I,3,49,76,1,13,3,1,8.2,9.31,76.0,26.53,49.0
Gurkeerat Singh,ODI,3,60,69,1,22,0,0,10.0,6.9,69.0,36.67,60.0
C Wickramasinghe,ODI,4,56,68,1,24,2,0,9.3,7.29,68.0,42.86,56.0
C Wickramasinghe,T20I,3,42,55,1,18,1,0,7.0,7.86,55.0,42.86,42.0
TCB Fernando,ODI,6,215,182,1,126,5,6,35.8,5.08,182.0,58.6,215.0
AD Russell,Test,1,143,104,1,98,5,5,23.8,4.36,104.0,68.53,143.0
MEMO Scott-Hayward,ODI,2,109,99,1,59,4,1,18.2,5.45,99.0,54.13,109.0
MEMO Scott-Hayward,T20I,4,39,58,1,15,9,3,6.5,8.92,58.0,38.46,39.0
S Fouché,T20I,3,36,53,1,9,0,0,6.0,8.83,53.0,25.0,36.0
Ariful Haque,Test,2,66,24,1,52,0,0,11.0,2.18,24.0,78.79,66.0
KC Brathwaite,ODI,5,152,141,1,53,1,0,25.3,5.57,141.0,34.87,152.0
KC Hodsoll,ODI,1,30,28,1,16,0,0,5.0,5.6,28.0,53.33,30.0
H Davids,T20I,2,12,13,1,5,1,0,2.0,6.5,13.0,41.67,12.0
V Subha,T20I,2,30,32,1,13,2,0,5.0,6.4,32.0,43.33,30.0
MIW van den Raad,T20I,4,25,36,1,10,7,1,4.2,8.64,36.0,40.0,25.0
E Mulenga,T20I,4,43,62,1,18,9,1,7.2,8.65,62.0,41.86,43.0
RH Candy,T20I,1,24,14,1,15,3,0,4.0,3.5,14.0,62.5,24.0
RJ Campbell,T20I,2,36,42,1,15,1,0,6.0,7.0,42.0,41.67,36.0
Naman Dhir,IPL,5,52,76,1,11,1,0,8.7,8.77,76.0,21.15,52.0
MW Parkinson,Test,1,93,47,1,66,0,0,15.5,3.03,47.0,70.97,93.0
RG Sharma,T20I,8,62,106,1,10,1,0,10.3,10.26,106.0,16.13,62.0
RG Somashekhar,T20I,3,30,31,1,15,7,0,5.0,6.2,31.0,50.0,30.0
Kamran Ghulam,PSL,7,60,91,1,24,4,0,10.0,9.1,91.0,40.0,60.0
MT Chinouya,ODI,2,66,50,1,45,2,0,11.0,4.55,50.0,68.18,66.0
J Jagroo,T20I,4,55,75,1,19,2,1,9.2,8.18,75.0,34.55,55.0
J Layne,Test,2,234,166,1,158,4,0,39.0,4.26,166.0,67.52,234.0
Arshad Ali,ODI,2,96,101,1,36,0,0,16.0,6.31,101.0,37.5,96.0
S Hector,T20I,3,42,63,1,16,3,0,7.0,9.0,63.0,38.1,42.0
S Hongsi,T20I,2,18,35,1,5,2,0,3.0,11.67,35.0,27.78,18.0
F Choudary,T20I,2,18,32,1,6,0,0,3.0,10.67,32.0,33.33,18.0
KA Heffernan,T20I,2,36,29,1,21,3,0,6.0,4.83,29.0,58.33,36.0
AF Milne,PSL,2,48,92,1,18,3,0,8.0,11.5,92.0,37.5,48.0
AG Prince,Test,4,96,48,1,65,2,0,16.0,3.0,48.0,67.71,96.0
J Fernando,T20I,4,60,94,1,22,3,0,10.0,9.4,94.0,36.67,60.0
J George,T20I,5,86,117,1,32,6,2,14.3,8.16,117.0,37.21,86.0
TC Mataora,T20I,5,54,71,1,20,5,0,9.0,7.89,71.0,37.04,54.0
R Vinay Kumar,Test,1,78,73,1,49,0,0,13.0,5.62,73.0,62.82,78.0
T Smith,T20I,2,18,21,1,6,1,0,3.0,7.0,21.0,33.33,18.0
KAC Wong,T20I,2,32,56,1,8,1,2,5.3,10.5,56.0,25.0,32.0
M Mavunga,ODI,4,115,104,1,64,2,0,19.2,5.43,104.0,55.65,115.0
M Mete,T20I,1,18,11,1,10,2,0,3.0,3.67,11.0,55.56,18.0
DJM Short,IPL,2,18,23,1,8,0,0,3.0,7.67,23.0,44.44,18.0
Mohamed Shiyam,T20I,3,24,63,1,3,2,0,4.0,15.75,63.0,12.5,24.0
Mohammad Abbas,ODI,3,162,158,1,79,5,0,27.0,5.85,158.0,48.77,162.0
Charanjeet Singh,T20I,2,30,35,1,12,0,0,5.0,7.0,35.0,40.0,30.0
